Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
80,645809,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,18013.06578,12.38756351,92258.42857,243525.5347,644522,4,1094,547.0,541.6437944,930,164,645764,161441.0,322054.3892,644522,4,0,0,0,0,72,112,4.645336315,7.742227191,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
443,5599219,8,9,1193,4623,852,0,149.125,292.8917096,3813,0,513.6666667,1260.293517,1038.716292,3.036137718,349951.1875,1209713.392,4880095,3,719124,102732.0,107740.295,320479,449,5487148,685893.5,1779229.186,5086216,3,0,0,0,0,172,188,1.428770691,1.607367027,0,3813,323.1111111,906.8559059,822387.634,0,0,0,1,0,0,0,0,1,342.1176471,149.125,513.6666667,172,0,0,0,0,0,0,8,1193,9,4623,8192,5549,7,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1397478,3,5,26,11607,20,0,8.666666667,10.26320288,8760,0,2321.4,3802.315321,8324.281312,5.724598169,199639.7143,527719.0809,1396394,3,845,422.5,365.5742059,681,164,1397441,349360.25,698022.6037,1396394,3,0,0,0,0,72,112,2.146724313,3.577873856,0,8760,1292.555556,2952.520834,8717379.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,46862,2,2,54,128,27,27,27.0,0.0,64,64,64.0,0.0,3883.743758,85.35700568,15620.66667,27050.59216,46856,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,42.67850284,42.67850284,27,64,41.8,20.26573463,410.7,0,0,0,0,0,0,0,0,1,52.25,27.0,64.0,40,0,0,0,0,0,0,2,54,2,128,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
59066,44,3,0,65,0,53,6,21.66666667,27.13546265,0,0,0.0,0.0,1477272.727,68181.81818,22.0,26.87005769,41,3,44,22.0,26.87005769,41,3,0,0.0,0.0,0,0,0,0,0,0,60,0,68181.81818,0.0,6,53,17.75,23.5,552.25,0,0,0,0,1,0,0,0,0,23.66666667,21.66666667,0.0,60,0,0,0,0,0,0,3,65,0,0,1026,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,103393419,14,13,1094,4785,473,0,78.14285714,130.4842208,3743,0,368.0769231,1021.645769,56.86048548,0.261138477,3976669.962,14100000.0,58200000,2,58800000,4519276.769,16100000.0,58200000,26,103000000,8613043.833,20200000.0,58200000,2,0,0,0,0,304,272,0.135405136,0.125733341,0,3743,209.9642857,703.399601,494770.9987,0,0,0,1,0,0,0,0,0,217.7407407,78.14285714,368.0769231,304,0,0,0,0,0,0,14,1094,13,4785,8192,360,12,20,282282.0,7509.474016,287592,276972,51400000.0,9576499.166,58200000,44600000,BENIGN
37961,3255444,1,6,1375,30,1375,1375,1375.0,0.0,6,0,5.0,2.449489743,431.5847546,2.150244329,542574.0,1316323.162,3229479,3,0,0.0,0.0,0,0,3248919,649783.8,1442109.141,3229479,3,1,0,0,0,20,132,0.307177761,1.843066568,0,1375,347.5,634.1901472,402197.1429,0,1,0,0,1,1,0,0,6,397.1428571,1375.0,5.0,20,0,0,0,0,0,0,1,1375,6,30,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,6106841,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,4.912523513,0.818753919,1526710.25,3052757.202,6105846,1,6106841,1526710.25,3052757.202,6105846,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.818753919,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,995.0,0.0,995,995,6105846.0,0.0,6105846,6105846,DDoS
53,115804,4,4,116,892,29,29,29.0,0.0,223,223,223.0,0.0,8704.362544,69.08224241,16543.42857,34302.27187,91673,3,115592,38530.66667,66731.87616,115586,3,91891,30630.33333,53047.23141,91884,3,0,0,0,0,80,80,34.5411212,34.5411212,29,223,115.2222222,102.2469777,10454.44444,0,0,0,0,0,0,0,0,1,129.625,29.0,223.0,80,0,0,0,0,0,0,4,116,4,892,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,2595897,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,11.5566989,1.926116483,648974.25,1297259.167,2594863,325,2595897,648974.25,1297259.167,2594863,325,0,0.0,0.0,0,0,0,0,0,0,100,0,1.926116483,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,909199,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,12794.7787,9.89882303,113649.875,321009.7154,908108,3,971,485.5,656.9021997,950,21,909181,181836.2,405998.5025,908108,3,0,0,0,0,72,132,3.299607677,6.599215353,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,90973189,9,6,62,11607,20,0,6.888888889,5.30199124,5840,0,1934.5,2538.919278,128.2685605,0.164883744,6498084.929,23300000.0,87300000,3,90400000,11300000.0,30700000.0,87300000,142,534719,106943.8,238546.9697,533669,3,0,0,0,0,192,132,0.098930246,0.065953498,0,5840,729.6875,1754.344767,3077725.563,0,0,0,0,1,0,0,0,0,778.3333333,6.888888889,1934.5,192,0,0,0,0,0,0,9,62,6,11607,256,229,7,20,3115358.0,0.0,3115358,3115358,87300000.0,0.0,87300000,87300000,DDoS
53,117714,4,2,120,264,30,30,30.0,0.0,132,132,132.0,0.0,3262.14384,50.9709975,23542.8,33124.53542,69651,3,48060,16020.0,27740.52573,48052,4,3,3.0,0.0,3,3,0,0,0,0,80,40,33.980665,16.9903325,30,132,59.14285714,49.77090372,2477.142857,0,0,0,0,0,0,0,0,0,69.0,30.0,132.0,80,0,0,0,0,0,0,4,120,2,264,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,82475781,9,4,62,11601,20,0,6.888888889,5.30199124,8760,0,2900.25,4128.319301,141.4112102,0.15762203,6872981.75,23200000.0,80600000,1,80700000,10100000.0,28500000.0,80600000,1,1821431,607143.6667,1032074.113,1798811,188,0,0,0,0,192,92,0.109122944,0.048499086,0,8760,833.5,2402.71381,5773033.654,0,0,0,0,1,0,0,0,0,897.6153846,6.888888889,2900.25,192,0,0,0,0,0,0,9,62,4,11601,256,229,7,20,37721.0,0.0,37721,37721,80600000.0,0.0,80600000,80600000,DDoS
80,10682759,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.246610637,0.374435106,3560919.667,6167692.052,10700000,1,10700000,3560919.667,6167692.052,10700000,1,0,0.0,0.0,0,0,0,0,0,0,80,0,0.374435106,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,2.0,0.0,2,2,10700000.0,0.0,10700000,10700000,DDoS
53,188,2,2,72,104,36,36,36.0,0.0,52,52,52.0,0.0,936170.2128,21276.59574,62.66666667,27.15388247,94,46,46,46.0,0.0,46,46,48,48.0,0.0,48,48,0,0,0,0,64,64,10638.29787,10638.29787,36,52,42.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,53.0,36.0,52.0,64,0,0,0,0,0,0,2,72,2,104,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1079806,3,6,26,11607,20,0,8.666666667,10.26320288,5755,0,1934.5,2529.124572,10773.23149,8.334830516,134975.75,380670.5498,1077086,15,2207,1103.5,1218.344984,1965,242,1079746,215949.2,481390.9547,1077086,15,0,0,0,0,72,132,2.778276839,5.556553677,0,5755,1163.3,2131.87096,4544873.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,15114,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,769286.754,595.4743946,1889.25,4492.027342,12971,5,13076,6538.0,9239.057203,13071,5,15014,3002.8,5716.273148,13202,48,0,0,0,0,72,132,198.4914649,396.9829297,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,687893,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,16911.0603,11.62971567,98270.42857,259715.1684,687249,2,396,198.0,277.1858582,394,2,687848,171962.0,343524.7043,687249,5,0,0,0,0,72,112,4.361143375,7.268572292,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,1870720,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,6215.25402,4.810981868,233840.0,659144.9461,1865135,15,5167,2583.5,3423.103928,5004,163,1870705,374141.0,833493.8865,1865135,16,0,0,0,0,72,132,1.603660623,3.207321245,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,858018,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,34.96430145,5.827383575,214504.5,426997.3654,854997,0,858018,214504.5,426997.3654,854997,0,0,0.0,0.0,0,0,0,0,0,0,100,0,5.827383575,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
28146,8367506,1,6,6,36,6,6,6.0,0.0,6,6,6.0,0.0,5.019416777,0.836569463,1394584.333,3398146.951,8330994,3,0,0.0,0.0,0,0,8358840,1671768.0,3722636.497,8330994,3,0,0,0,0,20,120,0.119509923,0.71705954,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,6,6.857142857,6.0,6.0,20,0,0,0,0,0,0,1,6,6,36,229,0,0,20,36512.0,0.0,36512,36512,8330994.0,0.0,8330994,8330994,BENIGN
80,5665873,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,4.235887391,0.705981232,1888624.333,3270312.593,5664856,3,5665873,1888624.333,3270312.593,5664856,3,0,0.0,0.0,0,0,0,0,0,0,80,0,0.705981232,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1017.0,0.0,1017,1017,5664856.0,0.0,5664856,5664856,DDoS
51045,10921745,1,6,1375,30,1375,1375,1375.0,0.0,6,0,5.0,2.449489743,128.6424468,0.640923222,1820290.833,4440826.105,10900000,1,0,0.0,0.0,0,0,10900000,2183816.8,4864158.422,10900000,1,1,0,0,0,20,132,0.09156046,0.549362762,0,1375,347.5,634.1901472,402197.1429,0,1,0,0,1,1,0,0,6,397.1428571,1375.0,5.0,20,0,0,0,0,0,0,1,1375,6,30,229,0,0,20,36694.0,0.0,36694,36694,10900000.0,0.0,10900000,10900000,BENIGN
80,111607,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,104178.0533,80.64010322,13950.875,35700.25018,102058,17,8994,4497.0,4979.445953,8018,976,111437,22287.4,44755.04202,102058,17,0,0,0,0,72,132,26.88003441,53.76006881,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,91423641,9,4,62,11601,20,0,6.888888889,5.30199124,8760,0,2900.25,4128.319301,127.570942,0.142195168,7618636.75,23000000.0,79700000,2,91400000,11400000.0,27900000.0,79700000,2,55085,18361.66667,15714.86501,29480,383,0,0,0,0,192,92,0.098442809,0.043752359,0,8760,833.5,2402.71381,5773033.654,0,0,0,0,1,0,0,0,0,897.6153846,6.888888889,2900.25,192,0,0,0,0,0,0,9,62,4,11601,256,229,7,20,992.0,0.0,992,992,45700000.0,48200000.0,79700000,11600000,DDoS
53201,10481500,1,7,6,42,6,6,6.0,0.0,6,6,6.0,0.0,4.579497209,0.763249535,1497357.143,3941473.528,10400000,1,0,0.0,0.0,0,0,10400000,1740630.667,4259709.782,10400000,1,0,0,0,0,20,140,0.095406192,0.667843343,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,7,6.75,6.0,6.0,20,0,0,0,0,0,0,1,6,7,42,229,0,0,20,45774.0,0.0,45774,45774,10400000.0,0.0,10400000,10400000,BENIGN
80,7591797,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.161306868,0.526884478,2530599.0,4383121.711,7591792,1,7591797,2530599.0,4383121.711,7591792,1,0,0.0,0.0,0,0,0,0,0,0,80,0,0.526884478,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,5.0,0.0,5,5,7591792.0,0.0,7591792,7591792,DDoS
80,27170,3,7,26,11601,20,0,8.666666667,10.26320288,2920,0,1657.285714,1299.172136,427935.2227,368.0529996,3018.888889,6231.936546,18005,48,18371,9185.5,12605.59259,18099,272,27076,4512.666667,7511.478461,18326,48,0,0,0,0,72,152,110.4158999,257.6370997,0,2920,1057.0,1306.290856,1706395.8,0,0,0,1,0,0,0,0,2,1162.7,8.666666667,1657.285714,72,0,0,0,0,0,0,3,26,7,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,222,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,9009.009009,222.0,0.0,222,222,222,222.0,0.0,222,222,0,0.0,0.0,0,0,0,0,0,0,64,0,9009.009009,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,30784,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
54691,9576229,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,3.759308596,0.626551433,1915245.8,4266455.255,9547295,3,0,0.0,0.0,0,0,9553289,2388322.25,4772648.993,9547295,3,0,0,0,0,20,100,0.104425239,0.522126194,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,28934.0,0.0,28934,28934,9547295.0,0.0,9547295,9547295,BENIGN
80,425320,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,27337.06386,21.16053795,53165.0,140641.8445,400668,41,23671,11835.5,16193.4524,23286,385,425214,85042.8,176728.1933,400668,45,0,0,0,0,72,132,7.053512649,14.1070253,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,164,2,2,82,210,41,41,41.0,0.0,105,105,105.0,0.0,1780487.805,24390.2439,54.66666667,88.62467677,157,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,12195.12195,12195.12195,41,105,66.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,83.25,41.0,105.0,64,0,0,0,0,0,0,2,82,2,210,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,595940,2,2,107,231,58,49,53.5,6.363961031,122,109,115.5,9.192388155,567.1711917,6.712085109,198646.6667,158490.9316,345320,30523,375843,375843.0,0.0,375843,375843,565417,565417.0,0.0,565417,565417,0,0,0,0,40,40,3.356042555,3.356042555,49,122,79.2,33.65560875,1132.7,0,0,0,0,0,0,0,0,1,99.0,53.5,115.5,40,0,0,0,0,0,0,2,107,2,231,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,70899624,8,6,56,11601,20,0,7.0,5.656854249,5840,0,1933.5,2189.772933,164.4155405,0.19746226,5453817.231,18100000.0,65500000,3,70100000,10000000.0,24500000.0,65500000,3,783583,156716.6,347551.8362,778425,13,0,0,0,0,172,132,0.112835577,0.084626683,0,5840,777.5333333,1633.102694,2667024.41,0,0,0,0,1,0,0,0,0,833.0714286,7.0,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,4595306.0,0.0,4595306,4595306,65500000.0,0.0,65500000,65500000,DDoS
80,194649,3,4,26,11601,20,0,8.666666667,10.26320288,5840,0,2900.25,3345.636997,59733.16071,35.9621678,32441.5,76331.92265,188198,49,6167,3083.5,3239.256165,5374,793,194600,64866.66667,106850.7262,188198,182,0,0,0,0,72,92,15.41235763,20.54981017,0,5840,1453.375,2681.356423,7189672.268,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,795900,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,14608.61917,8.795074758,132650.0,321275.8889,788429,44,6986,3493.0,4804.083471,6890,96,795838,265279.3333,453072.655,788429,441,0,0,0,0,72,92,3.769317753,5.025757005,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,419709,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,27702.52723,21.44342866,52463.625,135395.371,386417,17,32970,16485.0,21959.9082,32013,957,419692,83938.4,169690.0098,386417,36,0,0,0,0,72,132,7.147809554,14.29561911,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,6218528,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,4.824292823,0.804048804,1554632.0,3108119.349,6216811,342,6218528,1554632.0,3108119.349,6216811,342,0,0.0,0.0,0,0,0,0,0,0,100,0,0.804048804,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1717.0,0.0,1717,1717,6216811.0,0.0,6216811,6216811,DDoS
53,261,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,613026.8199,15325.6705,87.0,109.4212045,211,4,46,46.0,0.0,46,46,4,4.0,0.0,4,4,0,0,0,0,64,64,7662.835249,7662.835249,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,81944483,8,6,56,11601,20,0,7.0,5.656854249,5840,0,1933.5,2189.772933,142.2548483,0.170847377,6303421.769,21600000.0,78300000,1,80300000,11500000.0,29500000.0,78300000,1,1616677,323335.4,716107.0354,1604313,45,0,0,0,0,172,132,0.097627073,0.073220305,0,5840,777.5333333,1633.102694,2667024.41,0,0,0,0,1,0,0,0,0,833.0714286,7.0,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,2026961.0,0.0,2026961,2026961,78300000.0,0.0,78300000,78300000,DDoS
80,116262476,18,15,944,1498,427,0,52.44444444,136.2718832,746,0,99.86666667,262.3339929,21.00419743,0.283840506,3633202.375,4749760.404,10000000,67,116000000,6838969.176,4571066.528,10100000,142,112000000,7973754.357,4111905.493,10100000,19821,0,0,0,0,372,444,0.154822094,0.129018412,0,746,71.82352941,198.6982592,39480.99822,0,0,0,1,0,0,0,0,0,74.0,52.44444444,99.86666667,372,0,0,0,0,0,0,18,944,15,1498,8192,351,17,20,150440.4545,377732.0845,1289345,36236,9998025.0,16700.49672,10000000,9949768,BENIGN
80,74409370,9,6,62,11607,20,0,6.888888889,5.30199124,5840,0,1934.5,2538.919278,156.8216476,0.201587515,5314955.0,17500000.0,65500000,3,74200000,9270946.875,22900000.0,65500000,110,242444,48488.8,107881.8601,241473,3,0,0,0,0,192,132,0.120952509,0.080635006,0,5840,729.6875,1754.344767,3077725.563,0,0,0,0,1,0,0,0,0,778.3333333,6.888888889,1934.5,192,0,0,0,0,0,0,9,62,6,11607,256,229,7,20,1011.0,0.0,1011,1011,37100000.0,40200000.0,65500000,8666718,DDoS
53,220,2,2,64,204,32,32,32.0,0.0,102,102,102.0,0.0,1218181.818,18181.81818,73.33333333,85.14888921,168,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,0,0,64,64,9090.909091,9090.909091,32,102,60.0,38.34057903,1470.0,0,0,0,0,0,0,0,0,1,75.0,32.0,102.0,64,0,0,0,0,0,0,2,64,2,204,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1318901,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,8820.222291,5.307449157,219816.8333,538061.3911,1318130,4,687,343.5,265.1650429,531,156,1318830,439610.0,760820.7164,1318130,4,0,0,0,0,72,92,2.274621067,3.032828089,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,2619941,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,9.16051163,1.526751938,873313.6667,1511755.966,2618939,3,2619941,873313.6667,1511755.966,2618939,3,0,0.0,0.0,0,0,0,0,0,0,80,0,1.526751938,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,12059686,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.487626958,0.414604493,3014921.5,6026509.905,12100000,3,12100000,3014921.5,6026509.905,12100000,3,0,0.0,0.0,0,0,0,0,0,0,100,0,0.414604493,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,5000.0,0.0,5000,5000,12100000.0,0.0,12100000,12100000,DDoS
443,60926058,15,12,954,997,670,0,63.6,178.3086409,821,0,83.08333333,236.1033897,32.02242298,0.443160134,2343309.923,4286006.416,10000000,24,60900000,4351861.286,5154878.689,10100000,82,60800000,5530963.455,5258374.913,10100000,378,0,0,0,0,488,392,0.246200074,0.196960059,0,821,69.67857143,198.6877419,39476.81878,0,0,0,1,0,0,0,0,0,72.25925926,63.6,83.08333333,488,0,0,0,0,0,0,15,954,12,997,29200,115,3,32,120527.5,86066.98854,296211,85356,10000000.0,27555.4291,10000000,9960035,BENIGN
59235,56,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,214285.7143,35714.28571,56.0,0.0,56,56,56,56.0,0.0,56,56,0,0.0,0.0,0,0,0,0,0,0,40,0,35714.28571,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,32,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1434421,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,8109.892423,6.274308589,179302.625,506735.5509,1433409,3,832,416.0,478.0041841,754,78,1434374,286874.8,640932.2036,1433409,3,0,0,0,0,72,132,2.091436196,4.182872392,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,9897754,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.424792534,0.404132089,3299251.333,5714467.472,9897750,1,9897754,3299251.333,5714467.472,9897750,1,0,0.0,0.0,0,0,0,0,0,0,80,0,0.404132089,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,4.0,0.0,4,4,9897750.0,0.0,9897750,9897750,DDoS
80,183397,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,63397.98361,43.62121518,26199.57143,65549.14167,174709,6,7995,3997.5,5644.833434,7989,6,183259,45814.75,86011.8644,174709,186,0,0,0,0,72,112,16.35795569,27.26325949,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
57807,8260407,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,4.35813877,0.726356462,1652081.4,3680238.86,8235484,3,0,0.0,0.0,0,0,8245831,2061457.75,4116019.612,8235484,3,0,0,0,0,20,100,0.12105941,0.605297051,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,24923.0,0.0,24923,24923,8235484.0,0.0,8235484,8235484,BENIGN
